Season Number,Original Air Date,Startup Name,Industry,Business Description,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Invested Guest Name,All Guest Names,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State
2,2023-01-18,InsideFPV,Manufacturing,Plug and Fly Drones,75.0,4.0,1875.0,1,1.0,75.0,15.0,,,3,2.0,1.0,Young,Surat,Gujarat
2,2023-01-18,Angrakhaa,Beauty/Fashion,Contemporary Indian clothing,40.0,5.0,800.0,1,1.0,40.0,20.0,,,2,,2.0,Young,Delhi,Delhi
2,2023-01-18,Diabexy,Food and Beverage,Diabetes Friendly Food Products,150.0,1.0,15000.0,1,0.0,,,,,2,1.0,1.0,Middle,Gurgaon,Haryana
2,2023-01-19,Kyari,Manufacturing,Smart stick Guardian,51.0,1.0,5100.0,1,1.0,51.0,6.0,,,2,1.0,1.0,Young,Ghaziabad,Uttar Pradesh
2,2023-01-19,MoppFoods,Food and Beverage,Mad over Parathas Pakodas,75.0,2.25,3333.333333,1,1.0,75.0,5.0,,,2,1.0,1.0,Middle,Delhi,Delhi
2,2023-01-19,Econiture,Green/CleanTech,Furniture from plastic waste,50.0,8.0,625.0,0,,,,,,4,4.0,,Middle,Amaravati,Maharashtra
2,2023-01-20,Dobiee,Food and Beverage,CANDIES MUSKIEE TOYS,72.0,2.0,3600.0,1,1.0,72.0,6.5,,,2,2.0,,Middle,Shinde,Maharashtra
2,2023-01-20,FastBeetle,Business Services,Local courier and parcel service,90.0,3.0,3000.0,1,1.0,90.0,7.5,,,2,2.0,,Young,Srinagar,Jammu & Kashmir
2,2023-01-20,Pflow,Medical/Health,Disposable uroflowmetry system,60.0,1.0,6000.0,1,1.0,60.0,6.0,,,2,1.0,1.0,Middle,Dhule,Maharashtra
2,2023-01-23,VSMani,Food and Beverage,Coffee and snacks,60.0,1.5,4000.0,1,1.0,19.0,1.0,,,3,3.0,,Middle,Bangalore,Karnataka
2,2023-01-23,Sepal,Manufacturing,Bike Accessories,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2,2.0,,Middle,Hyderabad,Telangana
2,2023-01-23,Solinas,Business Services,"Products organise the management of pipelines,manholes and septic tanks",90.0,2.0,4500.0,1,1.0,90.0,3.0,,,4,3.0,1.0,Middle,Chennai,Tamil Nadu
2,2023-01-24,AvimeeHerbal,Beauty/Fashion,Ayurveda hair skin products,280.0,0.5,56000.0,1,0.0,,,,,5,3.0,2.0,Middle,Surat,Gujarat
2,2023-01-24,eyenic,Beauty/Fashion,Eyewear,75.0,6.0,1250.0,0,,,,,,2,2.0,,Middle,Delhi,Delhi
2,2023-01-24,ekatra,Lifestyle/Home,Handmade paper goods,40.0,10.0,400.0,1,1.0,20.0,20.0,,,2,,2.0,Middle,Kota,Rajasthan
2,2023-01-25,Raasa,Food and Beverage,Food karts,50.0,5.0,1000.0,1,1.0,50.0,25.0,,,1,1.0,,Middle,Delhi,Delhi
2,2023-01-25,NeoMotion,Manufacturing,Wheelchairs,100.0,1.0,10000.0,1,1.0,100.0,1.0,,,3,3.0,,Middle,Chennai,Tamil Nadu
2,2023-01-25,licksters,Food and Beverage,Icecreams ice-pops,50.0,5.0,1000.0,1,1.0,25.0,5.0,,,2,1.0,1.0,Middle,Nagpur,Maharashtra
2,2023-01-25,Sayonara,Beauty/Fashion,Petticoat,100.0,1.0,10000.0,0,,,,,,1,1.0,,Middle,Kolkata,West Bengal
2,2023-01-26,PMV,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,100.0,1.0,10000.0,1,0.0,,,,,1,1.0,,Middle,Mumbai,Maharashtra
2,2023-01-26,SpiceStory,Food and Beverage,Indian Sauces Chutneys,70.0,2.0,3500.0,1,1.0,70.0,5.0,,,3,2.0,1.0,Middle,Mumbai,Maharashtra
2,2023-01-26,Bullspree,Technology/Software,App to learn stock market basics,75.0,1.5,5000.0,1,1.0,75.0,2.86,,,3,3.0,,Middle,Ahmedabad,Gujarat
2,2023-01-27,Snitch,Beauty/Fashion,Menswear,150.0,0.5,30000.0,1,1.0,150.0,1.5,,,1,1.0,,Middle,Bangalore,Karnataka
2,2023-01-27,Portl,Business Services,Portl studio gym,150.0,1.0,15000.0,1,1.0,150.0,2.5,,,3,3.0,,Middle,Hyderabad,Telangana
2,2023-01-27,FatToSlim,Beauty/Fashion,Diet Plan Weight Loss,20.0,1.0,2000.0,0,,,,,,1,,1.0,Middle,Bangalore,Karnataka
2,2023-01-30,CheeseCake&Co.,Food and Beverage,Cakes Slices,100.0,2.0,5000.0,1,0.0,,,,,2,1.0,1.0,Middle,Delhi,Delhi
2,2023-01-30,Dabble,Manufacturing,Paints Crayons Brushes,50.0,10.0,500.0,1,1.0,15.0,10.0,,,2,,2.0,Middle,Bangalore,Karnataka
2,2023-01-30,CloudTailor,Business Services,Custom tailor online,100.0,1.4,7142.857143,0,,,,,,3,2.0,1.0,Middle,"Bangalore,Hyderabad","Karnataka,Telangana"
2,2023-01-30,BeUnic,Business Services,Platform for LGBTQ+ creators and entrepreneurs,100.0,10.0,1000.0,1,0.0,,,,,3,1.0,1.0,Middle,Noida,Uttar Pradesh
2,2023-01-31,Broomees,Business Services,Helpers homemakers for your home,80.0,2.0,4000.0,1,1.0,100.0,3.0,,,3,2.0,1.0,Middle,Delhi,Delhi
2,2023-01-31,Ravel,Beauty/Fashion,Custom Hair Products,75.0,2.5,3000.0,1,1.0,75.0,10.0,,,1,1.0,,Middle,Amaravati,Maharashtra
2,2023-01-31,HoneyVeda,Food and Beverage,Honey in natural nutritious form,75.0,7.5,1000.0,1,1.0,50.0,20.0,,,2,2.0,,Middle,Ahmedabad,Gujarat
2,2023-02-01,PadCare,Manufacturing,Menstrual hygiene disposal solution,50.0,2.0,2500.0,1,1.0,100.0,4.0,,,1,1.0,,Young,Pune,Maharashtra
2,2023-02-01,SwadeshiBlessings,Lifestyle/Home,Clay utensils and cookwares,50.0,5.0,1000.0,1,1.0,25.0,5.0,,,3,1.0,2.0,Middle,Udaipur,Rajasthan
2,2023-02-01,OLL,Technology/Software,Online Live Learning Skill development classes,30.0,2.0,1500.0,1,1.0,30.0,5.0,,,1,1.0,,Young,Mumbai,Maharashtra
2,2023-02-01,Febris,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",100.0,2.5,4000.0,0,,,,,,2,2.0,,Middle,Ferozepur,Punjab
2,2023-02-02,Geeani,Vehicles/Electrical Vehicles,Smallest EV tractor,75.0,7.5,1000.0,1,1.0,100.0,10.0,,,3,2.0,1.0,Middle,Ahmedabad,Gujarat
2,2023-02-02,Amore,Food and Beverage,Gelato Ice Cream Online,75.0,4.0,1875.0,1,1.0,75.0,7.5,,,2,2.0,,Middle,"Hyderabad,Mumbai","Telangana,Maharashtra"
2,2023-02-02,LeafyAffair,Beauty/Fashion,Botanical Jewellery,50.0,2.5,2000.0,0,,,,,,1,1.0,,Middle,Bangalore,Karnataka
2,2023-02-03,ScrapUncle,Green/CleanTech,Sell scrap recyclables online,60.0,3.0,2000.0,1,1.0,60.0,5.0,,,1,1.0,,Young,Delhi,Delhi
2,2023-02-03,SharmaJiKiAata,Food and Beverage,Freshly milled atta,40.0,10.0,400.0,1,1.0,40.0,20.0,,,2,1.0,1.0,Middle,Pune,Maharashtra
2,2023-02-03,Manetain,Beauty/Fashion,Curly Hair Care Products,75.0,2.5,3000.0,1,1.0,75.0,10.0,,,2,,2.0,Young,"Kochi,Mumbai","Kerala,Maharashtra"
2,2023-02-06,GavinParis,Beauty/Fashion,Gender-Neutral Fashion,50.0,5.0,1000.0,1,0.0,,,,,2,2.0,,Young,Kolkata,West Bengal
2,2023-02-06,UnStop,Technology/Software,Connecting talent colleges recruiters,100.0,1.0,10000.0,1,1.0,200.0,4.0,,,1,1.0,,Middle,Delhi,Delhi
2,2023-02-06,BlueTea,Food and Beverage,Ayurvedic Herbal Tea,75.0,1.0,7500.0,1,1.0,50.0,3.0,,,2,2.0,,Middle,"Faridabad,Kolkata","Haryana,West Bengal"
2,2023-02-07,TheGreenSnack,Food and Beverage,Healthy Snacks Online,100.0,2.0,5000.0,1,1.0,100.0,8.0,,,2,1.0,1.0,Middle,Mumbai,Maharashtra
2,2023-02-07,HobbyIndia,Lifestyle/Home,Online Art & Craft Store,50.0,3.0,1666.666667,1,0.0,,,,,3,1.0,2.0,Young,Surat,Gujarat
2,2023-02-07,Flhexible,Lifestyle/Home,Composite paper honeycomb panels,50.0,7.5,666.6666667,0,,,,,,2,1.0,1.0,Middle,Jaipur,Rajasthan
2,2023-02-07,UpThrust,Fitness/Sports/Outdoors,ESPORTS AND GAMING ORGANISATION,75.0,3.0,2500.0,0,,,,,,2,2.0,,Young,Mumbai,Maharashtra
2,2023-02-08,Zoff,Food and Beverage,Cool Grind Technology Indian Spices,100.0,0.5,20000.0,1,1.0,100.0,1.25,,,2,2.0,,Middle,Raipur,Chhattisgarh
2,2023-02-08,DesiToys,Manufacturing,Indian Traditional Toys and Indoor Games,50.0,3.0,1666.666667,1,0.0,,,,,1,,1.0,Middle,Mumbai,Maharashtra
2,2023-02-08,CloudWorx,Technology/Software,NoCode Enterprise Metaverse App Builder,40.0,2.0,2000.0,1,1.0,40.0,3.2,,,1,1.0,,Middle,Bangalore,Karnataka
2,2023-02-09,Mahantam,Manufacturing,Tea Glass Washing Machine,30.0,10.0,300.0,1,1.0,30.0,20.0,,,2,2.0,,Young,Banaskantha,Gujarat
2,2023-02-09,MindPeers,Medical/Health,For Mental Strength,53.0,1.0,5300.0,1,1.0,106.0,2.0,,,2,1.0,1.0,Middle,Delhi,Delhi
2,2023-02-09,Barosi,Food and Beverage,Fresh & pure milk products,50.0,2.0,2500.0,0,,,,,,1,1.0,,Middle,Pataudi,Haryana
2,2023-02-10,Daryaganj,Food and Beverage,North Indian Cuisine restaurant,90.0,0.5,18000.0,1,1.0,90.0,1.0,,,3,3.0,,Middle,Delhi,Delhi
2,2023-02-10,DhruvVidyut,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,0.0,0.5,0.0,1,1.0,0.0,0.5,,,1,1.0,,Middle,Delhi,Delhi
2,2023-02-10,CELLBELL,Lifestyle/Home,Gaming Office Chairs,90.0,1.5,6000.0,0,,,,,,3,3.0,,Middle,Ulhasnagar,Maharashtra
2,2023-02-13,Tipayi,Manufacturing,Balance Bike for Kids,50.0,10.0,500.0,1,0.0,,,,,1,1.0,,Young,Pune,Maharashtra
2,2023-02-13,DigiQure,Medical/Health,Book Doctors Appointments Video Consultation,40.0,4.0,1000.0,1,1.0,40.0,10.0,,,2,2.0,,Middle,Bhopal,Madhya Pradesh
2,2023-02-13,Nirmalaya,Manufacturing,Incense products made from temple flowers,60.0,1.5,4000.0,0,,,,,,3,2.0,1.0,Middle,Delhi,Delhi
2,2023-02-14,Pabiben,Beauty/Fashion,Handcrafted products sold directly by artisans,50.0,5.0,1000.0,1,1.0,10.0,5.0,,,2,1.0,1.0,Middle,Ahmedabad,Gujarat
2,2023-02-14,Homestrap,Lifestyle/Home,Collection of organizer for home and travelling,70.0,1.0,7000.0,1,1.0,50.0,7.0,,,2,1.0,1.0,Middle,Indore,Madhya Pradesh
2,2023-02-14,uBreathe,Manufacturing,Smart Natural Air Purifier,150.0,7.5,2000.0,1,1.0,50.0,5.0,,,2,2.0,,Middle,Gurgaon,Haryana
2,2023-02-14,Deyor,Technology/Software,Chatbot integrated experiential travel website,100.0,1.0,10000.0,0,,,,,,2,2.0,,Middle,Gurgaon,Haryana
2,2023-02-15,iMumz,Medical/Health,Transforming pregnancy and parenting with app,70.0,1.0,7000.0,1,1.0,10.0,1.0,,,3,2.0,1.0,Middle,Bangalore,Karnataka
2,2023-02-15,TheHealthyBinge,Food and Beverage,Assorted Pack Baked Chips,50.0,5.0,1000.0,1,1.0,50.0,5.0,,,2,2.0,,Middle,Pune,Maharashtra
2,2023-02-15,Freakins,Beauty/Fashion,Fashionable Denim Apparel,70.0,1.0,7000.0,1,1.0,50.0,2.5,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-02-16,Perfora,Lifestyle/Home,Toothpaste Electric Toothbrush,80.0,1.0,8000.0,1,1.0,80.0,2.5,,,2,2.0,,Young,"Ballarpur,Karnal","Haryana,Maharashtra"
2,2023-02-16,MidNightAngelsByPC,Beauty/Fashion,Lounge & Travel wear,75.0,6.0,1250.0,1,0.0,,,,,2,,2.0,Middle,Gurgaon,Haryana
2,2023-02-16,CureSee,Medical/Health,Artificial Intelligence (AI) based vision therapy,40.0,5.0,800.0,1,1.0,50.0,10.0,,,3,3.0,,Middle,Gurgaon,Haryana
2,2023-02-17,MeduLance,Medical/Health,One-stop solution for all healthcare needs,200.0,1.0,20000.0,1,1.0,200.0,2.0,,,2,2.0,,Middle,Delhi,Delhi
2,2023-02-17,Cakelicious,Food and Beverage,Cakes Online,25.0,5.0,500.0,1,1.0,25.0,20.0,,,2,,2.0,Middle,Kolkata,West Bengal
2,2023-02-17,Bowled.io,Fitness/Sports/Outdoors,Play-to-Earn Social Gaming Platform,80.0,1.0,8000.0,0,,,,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-02-17,Toyshine,Manufacturing,Collection of Toys,125.0,0.5,25000.0,0,,,,,,1,1.0,,Middle,Jalandhar,Punjab
2,2023-02-20,neuphony,Medical/Health,Wearable EEG Headband,100.0,2.0,5000.0,1,1.0,100.0,5.4,,,2,1.0,1.0,Young,Noida,Uttar Pradesh
2,2023-02-20,Amrutam,Food and Beverage,Ayurvedic Lifestyle products,50.0,2.0,2500.0,0,,,,,,3,2.0,1.0,Middle,Gwalior,Madhya Pradesh
2,2023-02-20,HoloKitab,Technology/Software,Augmented Reality content for books,45.0,10.0,450.0,1,1.0,45.0,25.0,,,2,2.0,,Middle,Jalandhar,Punjab
2,2023-02-21,Zoe,Food and Beverage,Nutrition For Life. Shop health & wellness products,75.0,5.0,1500.0,0,,,,,,2,1.0,1.0,Middle,Gurgaon,Haryana
2,2023-02-21,Hornback,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,50.0,1.0,5000.0,1,1.0,50.0,2.5,,,2,2.0,,Middle,Hyderabad,Telangana
2,2023-02-21,Malaki,Food and Beverage,Non-Alcoholic Beverages,50.0,1.0,5000.0,1,1.0,50.0,3.0,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-02-21,nanoclean,Manufacturing,Contamination Control Solutions,80.0,2.0,4000.0,0,,,,,,1,1.0,,Middle,Bikaner,Rajasthan
2,2023-02-22,DesmondJi,Liquor/Alcohol,"Spirits, Liqueurs & Cocktail Blends",100.0,1.0,10000.0,0,,,,,,2,2.0,,Middle,Goa,Goa
2,2023-02-22,Cremeitalia,Food and Beverage,Fresh Italian Cheese Products,90.0,1.5,6000.0,0,,,,,,1,1.0,,Middle,Mumbai,Maharashtra
2,2023-02-22,nawgati,Business Services,Congestion Management for Fuel Stations,67.0,2.0,3350.0,1,1.0,67.0,3.0,,,3,3.0,,Young,Noida,Uttar Pradesh
2,2023-02-22,Swytchd,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,50.0,3.0,1666.666667,0,,,,,,1,1.0,,Middle,Bangalore,Karnataka
2,2023-02-23,GladFul,Food and Beverage,Natural High Protein Rich & Healthy Foods,50.0,2.0,2500.0,1,1.0,50.0,3.5,,,2,1.0,1.0,Middle,Jaipur,Rajasthan
2,2023-02-23,Pharmallama,Medical/Health,Simplified pharmacy,100.0,1.5,6666.666667,1,1.0,200.0,5.0,,,3,3.0,,Middle,Bangalore,Karnataka
2,2023-02-23,CraveRajaFoods,Food and Beverage,Cloud-kitchen service,65.0,3.0,2166.666667,0,,,,,,2,2.0,,Middle,Kolkata,West Bengal
2,2023-02-23,VAPerfume,Lifestyle/Home,"Devotional, meditational, and romantic incense",100.0,10.0,1000.0,0,,,,,,1,1.0,,Middle,Mumbai,Maharashtra
2,2023-02-24,Hood,Technology/Software,Pseudonymous social network,120.0,0.2,60000.0,1,1.0,60.0,0.54,,,3,3.0,,Middle,Gurgaon,Haryana
2,2023-02-24,TwistingScoops,Food and Beverage,Authentic turkish ice cream,100.0,2.5,4000.0,1,0.0,,,,,2,2.0,,Young,Delhi,Delhi
2,2023-02-24,GROWiT,Agriculture,Protective farming products,100.0,1.0,10000.0,1,1.0,50.0,1.0,,,2,2.0,,Middle,Surat,Gujarat
2,2023-02-27,Makino,Food and Beverage,Nachos & Nuts,200.0,2.0,10000.0,0,,,,,,4,4.0,,Young,Himmatnagar,Gujarat
2,2023-02-27,Trunome,Medical/Health,Post Transplant Care,150.0,1.0,15000.0,1,1.0,150.0,2.0,,,2,2.0,,Middle,Chennai,Tamil Nadu
2,2023-02-27,Wol3D,Manufacturing,3D printing technology,150.0,1.0,15000.0,1,1.0,80.0,2.0,,,4,2.0,2.0,Middle,Mumbai,Maharashtra
2,2023-02-27,What'sUpWellness,Food and Beverage,Wellness in the form of quick bites,50.0,3.0,1666.666667,1,1.0,60.0,4.76,,,2,1.0,1.0,Middle,Kolkata,West Bengal
2,2023-02-28,ProostBeer,Food and Beverage,Freshly brewed beer,100.0,0.75,13333.33333,0,,,,,,2,2.0,,Middle,Delhi,Delhi
2,2023-02-28,DrCubes,Food and Beverage,Frozen Fresh cubes,80.0,15.0,533.3333333,0,,,,,,2,2.0,,Middle,Bangalore,Karnataka
2,2023-02-28,MetroRide,Vehicles/Electrical Vehicles,Metro Shuttle Service Access Transportation,75.0,1.0,7500.0,0,,,,,,2,2.0,,Middle,Bangalore,Karnataka
2,2023-02-28,Conker,Technology/Software,Skill Based Learning Online Courses,40.0,1.0,4000.0,0,,,,,,1,1.0,,Middle,Bangalore,Karnataka
2,2023-03-01,WTF,Food and Beverage,Where's The Food,75.0,5.0,1500.0,0,,,,,,1,1.0,,Middle,Kolkata,West Bengal
2,2023-03-01,funngro,Technology/Software,Smart Teens work with Smart companies,50.0,1.25,4000.0,1,1.0,50.0,4.16,,,3,1.0,2.0,Middle,Mumbai,Maharashtra
2,2023-03-01,Aadvik,Food and Beverage,Buy Camel & Goat Milk,60.0,1.5,4000.0,1,1.0,15.0,1.5,,,2,2.0,,Middle,Delhi,Delhi
2,2023-03-01,oyehappy,Business Services,"Unique Gifts, Customized Gifts, Romantic Gifts, Thoughtful Gifts",50.0,1.0,5000.0,0,,,,,,2,2.0,,Middle,Hyderabad,Telangana
2,2023-03-02,HealthyMaster,Food and Beverage,"Online Dry Fruits, Snacks, Berries, Chips",50.0,2.0,2500.0,1,1.0,50.0,6.5,,,3,1.0,2.0,Middle,Bangalore,Karnataka
2,2023-03-02,Kitsons,Lifestyle/Home,"Stationery, Art & Craft, Books & Toy Retail Space",1000.0,10.0,10000.0,0,,,,,,3,3.0,,Middle,Hyderabad,Telangana
2,2023-03-02,LondonBubble,Food and Beverage,Waffle Chips Online,75.0,5.0,1500.0,1,1.0,75.0,15.0,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-03-02,WaggyZone,Animal/Pets,"Ice Cream Treat for Dogs, Puppies and Cats",50.0,5.0,1000.0,0,,,,,,1,,1.0,Middle,Mumbai,Maharashtra
2,2023-03-03,NutriCook,Food and Beverage,"Smart Pots, Air Fryers, Air Fryer Oven",100.0,2.0,5000.0,1,1.0,50.0,10.0,,,2,1.0,1.0,Middle,"Bangalore,Punganur","Karnataka,Andhra Pradesh"
2,2023-03-03,Subhag,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,50.0,1.0,5000.0,1,1.0,20.0,1.0,,,3,3.0,,Middle,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh"
2,2023-03-03,SinghStyled,Beauty/Fashion,Sikh Gentleman to maintain their Guru-gifted identity,50.0,5.0,1000.0,1,1.0,50.0,10.0,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-03-06,ZSportsTech,Fitness/Sports/Outdoors,Cricket Sport Shop,60.0,2.0,3000.0,0,,,,,,2,2.0,,Middle,Mumbai,Maharashtra
2,2023-03-06,ThePlatedProject,Business Services,Decor Plates & Dinnerware,75.0,2.0,3750.0,1,1.0,75.0,3.75,,,1,1.0,,Middle,Mumbai,Maharashtra
2,2023-03-06,VsnapU,Business Services,Professional Photography service,50.0,1.5,3333.333333,0,,,,,,4,4.0,,Middle,Goa,Goa
2,2023-03-06,TheHealthyFactory,Food and Beverage,Protein bread,75.0,2.1,3571.428571,0,,,,,,2,2.0,,Young,Mumbai,Maharashtra
2,2023-03-07,Brevistay,Business Services,Booking hotels for hours,100.0,1.66,6024.096386,0,,,,,,5,5.0,,Young,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh"
2,2023-03-07,SoulUp,Business Services,Real Conversations Real People,50.0,3.0,1666.666667,1,1.0,50.0,5.0,,,2,,2.0,Middle,Bangalore,Karnataka
2,2023-03-07,TheBigBookBox ChapterOneBooks,Lifestyle/Home,New paperback and hardcover books,50.0,8.0,625.0,0,,,,,,2,1.0,1.0,Middle,Gopalganj,Bihar
2,2023-03-08,Rubans,Beauty/Fashion,Artificial Jewellery Set Online,150.0,0.5,30000.0,1,1.0,100.0,1.0,,,2,1.0,1.0,Middle,Bangalore,Karnataka
2,2023-03-08,SameNotification,Technology/Software,parental monitoring app,25.0,15.0,166.6666667,0,,,,,,1,1.0,,Middle,"Ahmedabad,Mirzapur","Gujarat,Uttar Pradesh"
2,2023-03-08,BottomLineSprays,Lifestyle/Home,portable jet spray,35.0,5.0,700.0,0,,,,,,2,1.0,1.0,Middle,Ahmedabad,Gujarat
2,2023-03-08,LilGoodness,Food and Beverage,Healthy Snacks,100.0,1.0,10000.0,1,1.0,50.0,1.0,,,2,2.0,,Middle,Bangalore,Karnataka
2,2023-03-09,ForeverModest,Beauty/Fashion,premium Muslim women's clothing,20.0,10.0,200.0,1,1.0,20.0,20.0,,,1,,1.0,Young,Aurangabad,Maharashtra
2,2023-03-09,Sahayatha,Medical/Health,smart wheelchair with an assistive cleansing device,100.0,10.0,1000.0,1,1.0,100.0,10.0,,,1,,1.0,Young,Coimbatore,Tamil Nadu
2,2023-03-09,WickedGud,Food and Beverage,High Protein & Fiber Gluten Free Vegan food,50.0,1.0,5000.0,0,,,,,,3,3.0,,Middle,Mumbai,Maharashtra
2,2023-03-09,maisha,Beauty/Fashion,Handmade Cotton & Jacquard Bags,75.0,3.0,2500.0,1,1.0,10.0,1.0,,,3,2.0,1.0,Middle,Ahmedabad,Gujarat
2,2023-03-10,NishHair,Beauty/Fashion,100% Human Hair Extensions,100.0,2.0,5000.0,1,1.0,100.0,2.0,,,1,,1.0,Middle,Mumbai,Maharashtra
2,2023-03-10,MYBYK,Vehicles/Electrical Vehicles,IoT-enabled bikes,200.0,1.0,20000.0,0,,,,,,1,1.0,,Middle,Ahmedabad,Gujarat
2,2023-03-10,GODESi,Food and Beverage,Handmade lollipops,90.0,0.5,18000.0,1,0.0,,,,Vikas D Nahar,2,1.0,1.0,Middle,Bangalore,Karnataka
2,2023-03-10,TAC,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",150.0,0.5,30000.0,1,1.0,81.0,1.0,Vikas D Nahar,Vikas D Nahar,2,1.0,1.0,Middle,Mumbai,Maharashtra
2,2023-03-10,Naara-Aaba,Liquor/Alcohol,pears and plum wine,75.0,2.5,3000.0,1,1.0,50.0,5.0,Vikas D Nahar,Vikas D Nahar,2,1.0,1.0,Middle,Ziro,Arunachal Pradesh
2,2023-03-10,StyloBug,Beauty/Fashion,Girls Dresses Online,80.0,2.0,4000.0,1,1.0,80.0,10.0,,Vikas D Nahar,2,1.0,1.0,Middle,Delhi,Delhi
2,,ZenOnco,Medical/Health,saving lives from cancer,100.0,1.0,10000.0,1,0.0,,,,Vikas D Nahar,2,1.0,1.0,Middle,Jodhpur,Rajasthan
3,2024-01-22,HonestHome,Green/CleanTech,Eco friendly products,100.0,2.0,5000.0,1,1.0,100.0,3.0,,,1,1.0,,Middle,Dhampur,Uttar Pradesh
3,2024-01-22,AdilQadri,Beauty/Fashion,Perfumes and Attar,100.0,0.5,20000.0,1,1.0,100.0,1.0,,,1,1.0,,Young,Bilimora,Gujarat
3,2024-01-22,ConsciousChemist,Beauty/Fashion,Skincare Products,60.0,2.0,3000.0,0,,,,,,2,2.0,,Middle,Jaipur,Rajasthan
3,2024-01-23,TheCinnamonKitchen,Food and Beverage,Plant-based healthy snacks,60.0,2.0,3000.0,1,1.0,60.0,5.0,,Deepinder Goyal,1,,1.0,Middle,Chandigarh,Punjab
3,2024-01-23,WtfGyms,Business Services,Gyms service,100.0,2.0,5000.0,0,,,,,Deepinder Goyal,2,1.0,1.0,Middle,Noida,Uttar Pradesh
3,2024-01-23,Intervue,Technology/Software,Conducts technical interviews online,150.0,1.0,15000.0,1,1.0,150.0,2.0,,Deepinder Goyal,2,2.0,,Young,"Ludhiana,Ghaziabad","Punjab,Uttar Pradesh"
3,2024-01-24,RodBez,Vehicles/Electrical Vehicles,Taxi-service for Bihar,50.0,5.0,1000.0,1,1.0,20.0,5.0,,,2,2.0,,Middle,Saharsa,Bihar
3,2024-01-24,Blix,Technology/Software,Robotics toys,80.0,2.0,4000.0,1,1.0,80.0,4.0,,,1,1.0,,Middle,Mumbai,Maharashtra
3,2024-01-24,Homversity,Technology/Software,Digital student housing app,65.0,2.0,3250.0,0,,,,,,1,1.0,,Young,Ahmedabad,Gujarat
3,2024-01-25,TURMS,Beauty/Fashion,Intelligent Clothing,120.0,2.0,6000.0,1,1.0,120.0,4.0,Azhar Iqubal,Azhar Iqubal,1,1.0,,Old,Bangalore,Karnataka
3,2024-01-25,mintree,Beauty/Fashion,Skincare products,90.0,1.0,9000.0,1,1.0,90.0,1.5,Azhar Iqubal,Azhar Iqubal,1,,1.0,Middle,Nagpur,Maharashtra
3,2024-01-25,80Wash,Manufacturing,Waterless washing machine,100.0,2.5,4000.0,0,,,,,Azhar Iqubal,3,3.0,,Middle,Chandigarh,Punjab
3,2024-01-26,DilFoods,Food and Beverage,Virtual restaurant service,50.0,0.5,10000.0,1,1.0,200.0,2.67,Radhika Gupta,Radhika Gupta,1,,1.0,Middle,Ranchi,Jharkhand
3,2024-01-26,AIKavach/Panoplia,Technology/Software,Online security app,50.0,1.25,4000.0,1,1.0,100.0,2.5,,Radhika Gupta,1,,1.0,Middle,Hyderabad,Telangana
3,2024-01-26,Bartisans,Liquor/Alcohol,Cocktail Mocktail mixers,100.0,2.5,4000.0,1,0.0,,,,Radhika Gupta,2,1.0,1.0,Middle,Mumbai,Maharashtra
3,2024-01-29,Aretto,Manufacturing,Expandable Shoes For Kids,80.0,1.0,8000.0,0,,,,,,1,1.0,,Middle,Pune,Maharashtra
3,2024-01-29,Kalakaram,Manufacturing,"Unique, creative and exciting DIY kits for all ages",50.0,2.5,2000.0,1,1.0,60.0,6.0,,,1,1.0,,Middle,Gurgaon,Haryana
3,2024-01-29,NabhiSutra,Beauty/Fashion,Navel Ayurvedic Oils Online,60.0,3.0,2000.0,0,,,,,,2,1.0,1.0,Middle,Vadodara,Gujarat
3,2024-01-30,Zorko,Food and Beverage,Quick service restaurant,150.0,1.0,15000.0,1,0.0,,,,,2,2.0,,Young,Surat,Gujarat
3,2024-01-30,Tramboo,Fitness/Sports/Outdoors,Kashmir willow bats,30.0,3.0,1000.0,1,1.0,30.0,4.0,,,2,2.0,,Young,Srinagar,Jammu & Kashmir
3,2024-01-30,WeHear,Medical/Health,Hearing Solutions,250.0,1.0,25000.0,1,1.0,250.0,1.0,,,2,2.0,,Middle,Ahmedabad,Gujarat
3,2024-01-31,Tiggle,Food and Beverage,Chocolate mixes,50.0,5.0,1000.0,1,1.0,50.0,20.0,,Azhar Iqubal,1,,1.0,Young,Agra,Uttar Pradesh
