Season Number,Original Air Date,Startup Name,Industry,Business Description,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Invested Guest Name,All Guest Names,Number of Presenters,Male Presenters,Female Presenters,Pitchers Average Age,Pitchers City,Pitchers State
4,2025-01-10,KIWIKisanWindow,Lifestyle/Home,Organic grocery solutions,50.0,1.0,5000.0,1,1.0,250.0,10.0,Kunal Bahl,"Kunal Bahl,Azhar Iqubal",2,1.0,1.0,Middle,Dehradun,Uttarakhand
4,2025-01-13,TripoleGear,Fitness/Sports/Outdoors,Trekking gear essentials backpacks,100.0,1.0,10000.0,1,1.0,75.0,1.15,,Kunal Bahl,1,1.0,0.0,Middle,Delhi,Delhi
4,2025-01-13,Neosapien,Technology/Software,AI-powered superhuman personal assistant,80.0,2.5,3200.0,1,1.0,80.0,4.0,,Kunal Bahl,2,2.0,0.0,Young,"Gwalior,Indore",Madhya Pradesh
4,2025-01-13,MissCheesecake,Food and Beverage,Delightful affordable cheesecakes,30.0,5.0,600.0,1,0.0,,,,Kunal Bahl,2,1.0,1.0,Young,Jodhpur,Rajasthan
4,2025-01-14,SpeedKitchen,Food and Beverage,Ready-to-move kitchens,200.0,3.0,6666.666667,1,1.0,200.0,6.0,"Kunal Bahl,Azhar Iqubal","Kunal Bahl,Azhar Iqubal",2,2.0,0.0,Middle,Delhi,Delhi
4,2025-01-14,MudgarClub,Fitness/Sports/Outdoors,Traditional fitness tools,50.0,10.0,500.0,1,1.0,50.0,12.5,,"Kunal Bahl,Azhar Iqubal",2,2.0,0.0,Middle,,Haryana
4,2025-01-14,ImagiMake,Children/Education,Creative games and toys,150.0,0.5,30000.0,1,0.0,,,,"Kunal Bahl,Azhar Iqubal",2,1.0,1.0,Middle,Mumbai,Maharashtra
4,2025-01-15,BeastLife,Medical/Health,Affordable protein supplements,100.0,1.0,10000.0,0,,,,,Kunal Bahl,2,2.0,0.0,Middle,"Kanpur,Lucknow",Uttar Pradesh
4,2025-01-15,GoDevil,Beauty/Fashion,Trendy online fashion,80.0,2.0,4000.0,0,,,,,Kunal Bahl,2,1.0,1.0,Young,Gurugram,Haryana
4,2025-01-15,Havintha,Beauty/Fashion,Premium hair care products,50.0,2.0,2500.0,1,0.0,,,,Kunal Bahl,1,1.0,0.0,Middle,Indore,Madhya Pradesh
4,2025-01-16,NurturingGreen,Lifestyle/Home,Online plant nursery,100.0,1.0,10000.0,1,1.0,50.0,1.25,,Kunal Bahl,1,1.0,0.0,Middle,Lucknow,Uttar Pradesh
4,2025-01-16,kyari,Lifestyle/Home,Online plant nursery,80.0,0.8,10000.0,1,0.0,,,,Kunal Bahl,2,2.0,0.0,Middle,Indore,Madhya Pradesh
4,2025-01-17,ProjectClay,Children/Education,One-on-one college application mentorship,15.0,10.0,150.0,1,1.0,15.0,10.0,,,2,1.0,1.0,Young,Goa,Goa
4,2025-01-17,DeniBikes,Vehicles/Electrical Vehicles,Affordable and eco-friendly electric motorcycles,30.0,10.0,300.0,0,,,,,,1,1.0,0.0,Young,Pune,Maharashtra
4,2025-01-17,PrettyLittleShop,Lifestyle/Home,Personalized gift solutions,30.0,10.0,300.0,0,,,,,,1,0.0,1.0,Young,Mumbai,Maharashtra
4,2025-01-20,Aquapeya,Lifestyle/Home,Natural mineral water,70.0,2.0,3500.0,1,1.0,70.0,3.0,,,2,2.0,0.0,Middle,Sangli,Maharashtra
4,2025-01-20,Jarsh,Manufacturing,Innovative safety wearables,50.0,1.0,5000.0,1,1.0,50.0,1.5,,,3,3.0,0.0,Middle,Hyderabad,Telangana
4,2025-01-20,DACBY,Beauty/Fashion,Platform for pre-owned gaming consoles,75.0,2.2,3409.090909,0,,,,,,1,1.0,0.0,Middle,Kanpur,Uttar Pradesh
4,2025-01-21,Shyle,Beauty/Fashion,Handcrafted jewellery silver,70.0,1.0,7000.0,1,1.0,70.0,1.5,,Kunal Bahl,2,1.0,1.0,Middle,Jaipur,Rajasthan
4,2025-01-21,SavaniHeritage,Business Services,Innovative restoration techniques,300.0,1.0,30000.0,1,1.0,100.0,0.8,,Kunal Bahl,3,3.0,0.0,Middle,Mumbai,Maharashtra
4,2025-01-21,SNEAKINN,Beauty/Fashion,Premium sneaker care solutions,90.0,3.0,3000.0,1,1.0,90.0,6.5,,Kunal Bahl,2,1.0,1.0,Middle,Gurugram,Haryana
4,2025-01-22,fupro,Medical/Health,Affordable prosthetics Orthotics,60.0,1.0,6000.0,1,1.0,60.0,4.0,,Kunal Bahl,2,2.0,0.0,Young,Chandigarh,"Punjab,Kerala"
4,2025-01-22,Kanvas,Beauty/Fashion,Heritage-inspired fashion footwear,60.0,6.0,1000.0,0,,,,,Kunal Bahl,1,0.0,1.0,Young,Mumbai,Maharashtra
4,2025-01-22,ezo,Manufacturing,Innovative billing machines,50.0,0.33,15151.51515,0,,,,,Kunal Bahl,3,3.0,0.0,Middle,Akola,Maharashtra
4,2025-01-23,Seven,Technology/Software,Innovative payment wearables developed,75.0,1.0,7500.0,1,1.0,75.0,1.5,Varun Dua,Varun Dua,3,3.0,0.0,Middle,Mumbai,Maharashtra
4,2025-01-23,TheFutureAnimations,Technology/Software,Captivating two-dimensional animations,50.0,2.5,2000.0,1,1.0,50.0,10.0,,Varun Dua,2,2.0,0.0,Young,Delhi,Delhi
4,2025-01-23,Aignosis,Technology/Software,"Early screening, diagnosis, and detection of autism",50.0,4.0,1250.0,1,1.0,100.0,8.0,Varun Dua,Varun Dua,2,2.0,0.0,Young,Jaipur,Rajasthan
4,2025-01-24,Rosha,Manufacturing,"Wireless, portable, and rechargeable lighting lamps",60.0,1.0,6000.0,1,1.0,60.0,4.0,,,3,3.0,0.0,Middle,Delhi,Delhi
4,2025-01-24,MakeMyPayment,Technology/Software,Automated online fees payment reminder system,30.0,3.0,1000.0,0,,,,,,4,3.0,1.0,Middle,Ujjain,Madhya Pradesh
4,2025-01-24,PatchUp,Medical/Health,Patches that provide vitamins through skin absorption,50.0,1.75,2857.142857,1,1.0,50.0,2.27,,,1,0.0,1.0,Middle,Delhi,Delhi
4,2025-01-27,tikitoro,Beauty/Fashion,Personal care products for kids and teens,25.0,0.5,5000.0,1,1.0,25.0,1.0,,Kunal Bahl,1,0.0,1.0,Middle,Chennai,Tamil Nadu
4,2025-01-27,Ashva,Medical/Health,Musculoskeletal healthcare wearables,50.0,1.25,4000.0,1,1.0,50.0,4.0,,Kunal Bahl,1,0.0,1.0,Young,Ghaziabad,Uttar Pradesh
4,2025-01-27,AseemShakti,Beauty/Fashion,Ready-to-wear pocket saree,50.0,2.5,2000.0,1,1.0,50.0,10.0,,Kunal Bahl,1,0.0,1.0,Middle,Mumbai,Maharashtra
4,2025-01-28,RBDMachineTools,Agriculture,India's first power reaper with a seat,100.0,1.0,10000.0,1,1.0,50.0,1.0,,Kunal Bahl,2,2.0,0.0,Middle,Jaipur,Rajasthan
4,2025-01-28,MidasPaint,Green/CleanTech,Eco-friendly paints,300.0,5.0,6000.0,0,,,,,Kunal Bahl,4,4.0,0.0,Middle,Pune,Maharashtra
4,2025-01-28,GoodlandPickleball,Fitness/Sports/Outdoors,"Pickleball premium paddles, and courts",80.0,4.0,2000.0,1,1.0,80.0,6.0,,Kunal Bahl,2,2.0,0.0,Middle,Mumbai,Maharashtra
4,2025-01-29,TheNaturikCo,Food and Beverage,High protein breakfast options,50.0,2.0,2500.0,1,1.0,400.0,22.22,Kunal Bahl,Kunal Bahl,2,1.0,1.0,Middle,Panchkula,Haryana
4,2025-01-29,Metashot,Fitness/Sports/Outdoors,Console-like cricket game,80.0,1.5,5333.333333,1,1.0,160.0,5.0,,Kunal Bahl,3,3.0,0.0,Middle,Bangalore,Karnataka
4,2025-01-29,GabruDiChaap,Food and Beverage,Flavourful soya chaap,70.0,1.0,7000.0,1,1.0,140.0,6.0,,Kunal Bahl,2,2.0,0.0,Middle,Hyderabad,Telangana
4,2025-01-30,YaanMan,Beauty/Fashion,Makeup for men,50.0,6.0,833.3333333,1,1.0,100.0,20.0,,,1,1.0,0.0,Young,Ahmedabad,Gujarat
4,2025-01-30,SonicLamb,Lifestyle/Home,Premium headphones,50.0,1.0,5000.0,1,1.0,50.0,1.0,,,2,2.0,0.0,Middle,Mangalore,Karnataka
4,2025-01-30,Woolah,Food and Beverage,Worldâ€™s first bagless tea dip,50.0,1.66,3012.048193,1,1.0,50.0,2.5,,,1,1.0,0.0,Middle,Sivasagar,Assam
4,2025-01-31,EM5,Beauty/Fashion,Pocket perfumes,70.0,2.0,3500.0,1,1.0,100.0,10.0,,Varun Dua,1,1.0,0.0,Middle,Indore,Madhya Pradesh
4,2025-01-31,WomanLikeU,Beauty/Fashion,Body-type-specific womenswear,100.0,2.0,5000.0,1,1.0,100.0,3.0,,Varun Dua,2,1.0,1.0,Middle,Bangalore,Karnataka
4,2025-01-31,BookLeafPublishing,Others,Self-publishing platform,90.0,5.0,1800.0,0,,,,,Varun Dua,2,1.0,1.0,Young,"Delhi,Srinagar","Delhi,Jammu & Kashmir"
